A156;Pleuris tuberculoso, com confirmação bacteriológica e histológica;Primeiro Cadastro
A157;Tuberculose primária das vias respiratórias, com confirmação bacteriológica e histológica;Primeiro Cadastro
A158;Outras formas de tuberculose das vias respiratórias, com confirmação bacteriológica e histológica;Primeiro Cadastro
A159;Tuberculose não especificada das vias respiratórias, com confirmação bacteriológica e histológica;Primeiro Cadastro
A160;Tuberculose pulmonar com exames bacteriológico e histológico negativos;Primeiro Cadastro
A161;Tuberculose pulmonar, sem realização de exame bacteriológico ou histológico;Primeiro Cadastro
A162;Tuberculose pulmonar, sem menção de confirmação bacteriológica ou histológica;Primeiro Cadastro
A163;Tuberculose dos gânglios intratorácicos, sem menção de confirmação bacteriológica ou histológica;Primeiro Cadastro
A164;Tuberculose da laringe, da traquéia e dos brônquios, sem menção de confirmação bacteriológica ou histológica;Primeiro Cadastro
A165;Pleurisia tuberculosa, sem menção de confirmação bacteriológica ou histológica;Primeiro Cadastro
A167;Tuberculosa respiratória primária sem menção de confirmação bacteriológica ou histológica;Primeiro Cadastro
A168;Outras formas de tuberculose das vias respiratórias, sem menção de confirmação bacteriológica ou histológica;Primeiro Cadastro
A169;Tuberculose respiratória, não especificada, sem menção de confirmação bacteriológica ou histológica;Primeiro Cadastro
A170;Meningite tuberculosa;Primeiro Cadastro
A171;Tuberculoma meníngeo;Primeiro Cadastro
A178;Outras tuberculoses do sistema nervoso;Primeiro Cadastro
A179;Tuberculose não especificada do sistema nervoso;Primeiro Cadastro
A180;Tuberculose óssea e das articulações;Primeiro Cadastro
A181;Tuberculose do aparelho geniturinário;Primeiro Cadastro
A182;Linfadenopatia tuberculosa periférica;Primeiro Cadastro
A183;Tuberculose do intestino, do peritônio e dos gânglios mesentéricos;Primeiro Cadastro
A184;Tuberculose de pele e do tecido celular subcutâneo;Primeiro Cadastro
A185;Tuberculose do olho;Primeiro Cadastro
A186;Tuberculose do ouvido;Primeiro Cadastro
A187;Tuberculose das supra-renais;Primeiro Cadastro
A188;Tuberculose de outros órgãos especificados;Primeiro Cadastro
A190;Tuberculose miliar aguda de localização única e especificada;Primeiro Cadastro
A191;Tuberculose miliar aguda de múltiplas localizações;Primeiro Cadastro
A192;Tuberculose miliar aguda não especificada;Primeiro Cadastro
A198;Outras tuberculoses miliares;Primeiro Cadastro
A199;Tuberculose miliar não especificada;Primeiro Cadastro
A200;Peste bubônica;Primeiro Cadastro
A201;Peste celulocutânea;Primeiro Cadastro
A202;Peste pneumônica;Primeiro Cadastro
A203;Peste meníngea;Primeiro Cadastro
A207;Peste septicêmica;Primeiro Cadastro
A208;Outras formas de peste;Primeiro Cadastro
A209;Peste, forma não especificada;Primeiro Cadastro
A210;Tularemia ulceroglandular;Primeiro Cadastro
A211;Tularemia oculoglandular;Primeiro Cadastro
A212;Tularemia pulmonar;Primeiro Cadastro
A213;Tularemia gastrointestinal;Primeiro Cadastro
A217;Tularemia generalizada;Primeiro Cadastro
A218;Outras formas de tularemia;Primeiro Cadastro
A219;Tularemia, forma não especificada;Primeiro Cadastro
A220;Carbúnculo cutâneo;Primeiro Cadastro
A221;Carbúnculo pulmonar;Primeiro Cadastro
A222;Carbúnculo gastrointestinal;Primeiro Cadastro
A227;Septicemia carbunculosa;Primeiro Cadastro
A228;Outras formas de carbúnculo;Primeiro Cadastro
A229;Carbúnculo, forma não especificada;Primeiro Cadastro
A230;Brucelose por Brucella melitensis;Primeiro Cadastro
A231;Brucelose por Brucella abortus;Primeiro Cadastro
A232;Brucelose por Brucella suis;Primeiro Cadastro
A233;Brucelose por Brucella canis;Primeiro Cadastro
A238;Outras bruceloses;Primeiro Cadastro
A239;Brucelose não especificada;Primeiro Cadastro
A240;Mormo;Primeiro Cadastro
A241;Melioidose aguda e fulminante;Primeiro Cadastro
A242;Melioidose subaguda e crônica;Primeiro Cadastro
A243;Outras melioidoses;Primeiro Cadastro
A244;Melioidose não especificada;Primeiro Cadastro
A250;Espirilose;Primeiro Cadastro
A251;Estreptobacilose;Primeiro Cadastro
A259;Febre transmitida por mordedura de rato, tipo não especificado;Primeiro Cadastro
A260;Erisipelóide cutâneo;Primeiro Cadastro
A267;Septicemia por Erysipelothrix;Primeiro Cadastro
A268;Outras formas de erisipelóide;Primeiro Cadastro
A269;Erisipelóide não especificado;Primeiro Cadastro
A270;Leptopirose icterohemorrágica;Primeiro Cadastro
A278;Outras formas de leptospirose;Primeiro Cadastro
A279;Leptospirose não especificada;Primeiro Cadastro
A280;Pasteurelose;Primeiro Cadastro
A281;Doença por arranhadura do gato;Primeiro Cadastro
A282;Yersiniose extra-intestinal;Primeiro Cadastro
A288;Outras doenças bacterianas zoonóticas especificadas não classificadas em outra parte;Primeiro Cadastro
A289;Doença bacteriana zoonótica não especificada;Primeiro Cadastro
A300;Hanseníase [lepra] indeterminada;Primeiro Cadastro
A301;Hanseníase [lepra] tuberculóide;Primeiro Cadastro
A302;Hanseníase [lepra] tuberculóide borderline;Primeiro Cadastro
A303;Hanseníase [lepra] dimorfa;Primeiro Cadastro
A304;Hanseníase [lepra] lepromatosa borderline;Primeiro Cadastro
A305;Hanseníase [lepra] lepromatosa;Primeiro Cadastro
A308;Outras formas de hanseníase [lepra];Primeiro Cadastro
A309;Hanseníase [lepra] não especificada;Primeiro Cadastro
A310;Infecção pulmonar micobacteriana;Primeiro Cadastro
A311;Infecção cutânea micobacteriana;Primeiro Cadastro
A318;Outras infecções micobacterianas;Primeiro Cadastro
A319;Infecção micobacteriana não especificada;Primeiro Cadastro
A320;Listeriose cutânea;Primeiro Cadastro
A321;Meningite e meningoencefalite por listéria;Primeiro Cadastro
A327;Septicemia listeriótica;Primeiro Cadastro
A328;Outras formas de listeriose;Primeiro Cadastro
A329;Listeriose não especificada;Primeiro Cadastro
A33;Tétano do recém-nascido [neonatal];Primeiro Cadastro
A34;Tétano obstétrico;Primeiro Cadastro
A35;Outros tipos de tétano;Primeiro Cadastro
A360;Difteria faríngea;Primeiro Cadastro
A361;Difteria nasofaríngea;Primeiro Cadastro
A362;Difteria laríngea;Primeiro Cadastro
A363;Difteria cutânea;Primeiro Cadastro
A368;Outras formas de difteria;Primeiro Cadastro
A369;Difteria não especificada;Primeiro Cadastro
A370;Coqueluche por Bordetella pertussis;Primeiro Cadastro
A371;Coqueluche por Bordetella parapertussis;Primeiro Cadastro
A378;Coqueluche por outras espécies da Bordetella;Primeiro Cadastro
A379;Coqueluche não especificada;Primeiro Cadastro
A38;Escarlatina;Primeiro Cadastro
A390;Meningite meningocócica;Primeiro Cadastro
A391;Síndrome de Waterhouse-Friderichsen;Primeiro Cadastro
A392;Meningococcemia aguda;Primeiro Cadastro
A393;Meningococcemia crônica;Primeiro Cadastro
A394;Meningococcemia não especificada;Primeiro Cadastro
A395;Cardite por meningococos;Primeiro Cadastro
A398;Outras infecções por meningococos;Primeiro Cadastro
A399;Infecção meningocócica não especificada;Primeiro Cadastro
A400;Septicemia por Streptococcus do grupo A;Primeiro Cadastro
A401;Septicemia por Streptococcus do grupo B;Primeiro Cadastro
A402;Septicemia por Streptococcus do grupo D;Primeiro Cadastro
A403;Septicemia por Streptococcus pneumonia;Primeiro Cadastro
A408;Outras septicemias estreptocócicas;Primeiro Cadastro
A409;Septicemia estreptocócica não especificada;Primeiro Cadastro
A410;Septicemia por Staphylococcus aureus;Primeiro Cadastro
A411;Septicemia por outros estafilococos especificados;Primeiro Cadastro
A412;Septicemia por estafilococos não especificados;Primeiro Cadastro
A413;Septicemia por Haemophilus influenzae;Primeiro Cadastro
A414;Septicemia por anaeróbios;Primeiro Cadastro
A415;Septicemia por outros microorganismos gram-negativos;Primeiro Cadastro
A418;Outras septicemias especificadas;Primeiro Cadastro
A419;Septicemia não especificada;Primeiro Cadastro
A420;Actinomicose pulmonar;Primeiro Cadastro
A421;Actinomicose abdominal;Primeiro Cadastro
A422;Actinomicose cervicofacial;Primeiro Cadastro
A427;Septicemia actinomicótica;Primeiro Cadastro
A428;Outras formas de actinomicose;Primeiro Cadastro
A429;Actinomicose não especificada;Primeiro Cadastro
A430;Nocardiose pulmonar;Primeiro Cadastro
A431;Nocardiose cutânea;Primeiro Cadastro
A438;Outras formas de nocardiose;Primeiro Cadastro
A439;Nocardiose não especificada;Primeiro Cadastro
A440;Bartonelose sistêmica;Primeiro Cadastro
A441;Bartonelose cutânea e cutâneo-mucosa;Primeiro Cadastro
A448;Outras formas de bartonelose;Primeiro Cadastro
A449;Bartonelose não especificada;Primeiro Cadastro
A46;Erisipela;Primeiro Cadastro
A480;Gangrena gasosa;Primeiro Cadastro
A481;Doença dos legionários;Primeiro Cadastro
A482;Doença dos legionários não-pneumônica [febre de Pontiac];Primeiro Cadastro
A483;Síndrome do choque tóxico;Primeiro Cadastro
A484;Febre purpúrica do Brasil;Primeiro Cadastro
A488;Outras doenças bacterianas especificadas;Primeiro Cadastro
A490;Infecção estafilocócica de localização não especificada;Primeiro Cadastro
A491;Infecção estreptocócica de localização não especificada;Primeiro Cadastro
A492;Infecção por Haemophilus influenzae de localização não especificada;Primeiro Cadastro
A493;Infecção por Mycoplasma de localização não especificada;Primeiro Cadastro
A498;Outras infecções bacterianas de localização não especificada;Primeiro Cadastro
A499;Infecção bacteriana não especificada;Primeiro Cadastro
A500;Sífilis congênita precoce sintomática;Primeiro Cadastro
A501;Sífilis congênita precoce, forma latente;Primeiro Cadastro
A502;Sífilis congênita precoce não especificada;Primeiro Cadastro
A503;Oculopatia sifilítica congênita tardia;Primeiro Cadastro
A504;Neurossífilis congênita tardia [neurossífilis juvenil];Primeiro Cadastro
A505;Outras formas tardias e sintomáticas da sífilis congênita;Primeiro Cadastro
A506;Sífilis congênita tardia latente;Primeiro Cadastro
A507;Sífilis congênita tardia não especificada;Primeiro Cadastro
A509;Sífilis congênita não especificada;Primeiro Cadastro
A510;Sífilis genital primária;Primeiro Cadastro
A511;Sífilis anal primária;Primeiro Cadastro
A512;Sífilis primária de outras localizações;Primeiro Cadastro
A513;Sífilis secundária da pele e das mucosas;Primeiro Cadastro
A514;Outras formas de sífilis secundária;Primeiro Cadastro
A515;Sífilis precoce latente;Primeiro Cadastro
A519;Sífilis precoce não especificada;Primeiro Cadastro
A520;Sífilis cardiovascular;Primeiro Cadastro
A521;Neurossífilis sintomática;Primeiro Cadastro
A522;Neurossífilis assintomática;Primeiro Cadastro
A523;Neurossífilis não especificada;Primeiro Cadastro
A527;Outras formas de sífilis tardia sintomática;Primeiro Cadastro
A528;Sífilis tardia latente;Primeiro Cadastro
A529;Sífilis tardia não especificada;Primeiro Cadastro
A530;Sífilis latente, não especificada se recente ou tardia;Primeiro Cadastro
A539;Sífilis não especificada;Primeiro Cadastro
A540;Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias;Primeiro Cadastro
A541;Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias;Primeiro Cadastro
A542;Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas;Primeiro Cadastro
A543;Infecção gonocócica do olho;Primeiro Cadastro
A544;Infecção gonocócica do sistema músculo-esquelético;Primeiro Cadastro
A545;Faringite gonocócica;Primeiro Cadastro
A546;Infecção gonocócica do ânus ou do reto;Primeiro Cadastro
A548;Outras infecções gonocócicas;Primeiro Cadastro
A549;Infecção gonocócica não especificada;Primeiro Cadastro
A55;Linfogranuloma (venéreo) por clamídia;Primeiro Cadastro
A560;Infecções por clamídias do trato geniturinário inferior;Primeiro Cadastro
A561;Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários;Primeiro Cadastro
A562;Infecção por clamídias do trato geniturinário, localização não especificada;Primeiro Cadastro
A563;Infecção do ânus e do reto por clamídias;Primeiro Cadastro
A564;Infecção da faringe por clamídias;Primeiro Cadastro
A568;Infecção por clamídias transmitida por via sexual, de outras localizações;Primeiro Cadastro
A57;Cancro mole;Primeiro Cadastro
A58;Granuloma inguinal;Primeiro Cadastro
A590;Tricomoníase urogenital;Primeiro Cadastro
A598;Outras localizações de tricomoníase;Primeiro Cadastro
A599;Tricomoníase não especificada;Primeiro Cadastro
A600;Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes;Primeiro Cadastro
A601;Infecção da margem cutânea do ânus e do reto pelo vírus do herpes;Primeiro Cadastro
A609;Infecção anogenital não especificada pelo vírus do herpes;Primeiro Cadastro
A630;Verrugas anogenitais (venéreas);Primeiro Cadastro
A638;Outras doenças especificadas de transmissão predominantemente sexual;Primeiro Cadastro
A64;Doenças sexualmente transmitidas, não especificadas;Primeiro Cadastro
A65;Sífilis não-venérea;Primeiro Cadastro
A660;Lesões iniciais da bouba;Primeiro Cadastro
A661;Papilomas múltiplos e bouba plantar úmida (cravo de bouba);Primeiro Cadastro
A662;Outras lesões cutâneas precoces da bouba;Primeiro Cadastro
A663;Hiperceratose devida a bouba;Primeiro Cadastro
A664;Gomas e úlceras devidas à bouba;Primeiro Cadastro
A665;Gangosa;Primeiro Cadastro
A666;Lesões osteoarticulares devidas à bouba;Primeiro Cadastro
A667;Outras manifestações da bouba;Primeiro Cadastro
A668;Bouba latente;Primeiro Cadastro
A669;Bouba não especificada;Primeiro Cadastro
A670;Lesões primárias da pinta;Primeiro Cadastro
A671;Lesões intermediárias da pinta;Primeiro Cadastro
A672;Lesões tardias da pinta;Primeiro Cadastro
A673;Lesões mistas da pinta;Primeiro Cadastro
A679;Pinta não especificada;Primeiro Cadastro
A680;Febre recorrente transmitida por piolhos;Primeiro Cadastro
A681;Febre recorrente transmitida por carrapatos;Primeiro Cadastro
A689;Febre recorrente não especificada;Primeiro Cadastro
A690;Estomatite ulcerativa necrotizante;Primeiro Cadastro
A691;Outras infecções de Vincent;Primeiro Cadastro
A692;Doença de Lyme;Primeiro Cadastro
A698;Outras infecções especificadas por espiroquetas;Primeiro Cadastro
A699;Infecção por espiroqueta, não especificada;Primeiro Cadastro
A70;Infecções causadas por Clamídia psittaci;Primeiro Cadastro
A710;Fase inicial do tracoma;Primeiro Cadastro
A711;Fase ativa do tracoma;Primeiro Cadastro
A719;Tracoma não especificado;Primeiro Cadastro
A740;Conjuntivite causada por clamídias;Primeiro Cadastro
A748;Outras doenças causadas por clamídias;Primeiro Cadastro
A749;Infecção causada por clamídias não especificada;Primeiro Cadastro
A750;Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii;Primeiro Cadastro
A751;Tifo recrudescente [doença de Brill];Primeiro Cadastro
A752;Tifo por Rickettsia typhi;Primeiro Cadastro
A753;Tifo por Rickettsia tsutsugamuchi;Primeiro Cadastro
A759;Tifo não especificado;Primeiro Cadastro
A770;Febre maculosa por Rickettsia richettsii;Primeiro Cadastro
A771;Febre maculosa por Rickettsia conorii;Primeiro Cadastro
A772;Febre maculosa devida à Rickettsia siberica;Primeiro Cadastro
A773;Febre maculosa devida à Rickettsia australis;Primeiro Cadastro
A778;Outras febres maculosas;Primeiro Cadastro
A779;Febre maculosa não especificada;Primeiro Cadastro
A78;Febre Q;Primeiro Cadastro
A790;Febre das trincheiras;Primeiro Cadastro
A791;Rickettsiose variceliforme devida à Rickettsia akari;Primeiro Cadastro
A798;Outros tipos de rickettsioses especificadas;Primeiro Cadastro
A799;Rickettsiose não especificada;Primeiro Cadastro
A800;Poliomielite paralítica aguda, associada ao vírus vacinal;Primeiro Cadastro
A801;Poliomielite paralítica aguda, vírus selvagem importado;Primeiro Cadastro
A802;Poliomielite paralítica aguda, vírus selvagem indígena;Primeiro Cadastro
A803;Poliomielites paralíticas agudas, outras e não especificadas;Primeiro Cadastro
A804;Poliomielite aguda não-paralítica;Primeiro Cadastro
A809;Poliomielite aguda não especificada;Primeiro Cadastro
A810;Doença de Creutzfeldt-Jakob;Primeiro Cadastro
A811;Panencefalite esclerosante subaguda;Primeiro Cadastro
A812;Leucoencefalopatia multifocal progressiva;Primeiro Cadastro
A818;Outras infecções por vírus atípicos do sistema nervoso central;Primeiro Cadastro
A819;Infecção não especificada do sistema nervosos central por vírus atípicos;Primeiro Cadastro
A820;Raiva silvestre;Primeiro Cadastro
A821;Raiva urbana;Primeiro Cadastro
A829;Raiva não especificada;Primeiro Cadastro
A830;Encefalite japonesa;Primeiro Cadastro
A831;Encefalite eqüina ocidental;Primeiro Cadastro
A832;Encefalite eqüina oriental;Primeiro Cadastro
A833;Encefalite de St. Louis;Primeiro Cadastro
A834;Encefalite australiana;Primeiro Cadastro
A835;Encefalite da Califórnia;Primeiro Cadastro
A836;Doença pelo vírus de Rocio;Primeiro Cadastro
A838;Outras encefalites por vírus transmitidas por mosquitos;Primeiro Cadastro
A839;Encefalite não especificada por vírus transmitida por mosquitos;Primeiro Cadastro
A840;Encefalite da taiga [encefalite vernoestival russa];Primeiro Cadastro
A841;Encefalite da Europa Central transmitida por carrapatos;Primeiro Cadastro
A848;Outras encefalites por vírus transmitidas por carrapatos;Primeiro Cadastro
A849;Encefalite não especificada por vírus transmitida por carrapatos;Primeiro Cadastro
A850;Encefalite por enterovírus;Primeiro Cadastro
A851;Encefalite por adenovírus;Primeiro Cadastro
A852;Encefalite por vírus transmitido por artrópodes, não especificada;Primeiro Cadastro
A858;Outras encefalites virais especificadas;Primeiro Cadastro
A86;Encefalite viral, não especificada;Primeiro Cadastro
A870;Meningite por enterovírus;Primeiro Cadastro
A871;Meningite por adenovírus;Primeiro Cadastro
A872;Coriomeningite linfocitária;Primeiro Cadastro
A878;Outras meningites virais;Primeiro Cadastro
A879;Meningite viral não especificada;Primeiro Cadastro
A880;Febre exantemática por enterovírus [exantema de Boston];Primeiro Cadastro
A881;Vertigem epidêmica;Primeiro Cadastro
A888;Outras infecções virais especificadas do sistema nervoso central;Primeiro Cadastro
A89;Infecções virais não especificadas do sistema nervoso central;Primeiro Cadastro
A90;Dengue [dengue clássico];Primeiro Cadastro
A91;Febre hemorrágica devida ao vírus do dengue;Primeiro Cadastro
A920;Febre de Chikungunya;Primeiro Cadastro
A921;Febre de O'nyong-nyong;Primeiro Cadastro
A922;Febre eqüina venezuelana;Primeiro Cadastro
A923;Infecção pelo vírus West Nile;Primeiro Cadastro
A924;Febre do vale do Rift;Primeiro Cadastro
A928;Outras febres virais especificadas transmitidas por mosquitos;Primeiro Cadastro
A929;Febre viral transmitida por mosquitos, não especificada;Primeiro Cadastro
A930;Febre de Oropouche;Primeiro Cadastro
A931;Febre por flebótomos;Primeiro Cadastro
A932;Febre do Colorado transmitida por carrapatos;Primeiro Cadastro
A938;Outras febres virais especificadas transmitidas por artrópodes;Primeiro Cadastro
A94;Febre viral transmitida por artrópodes, não especificada;Primeiro Cadastro
A950;Febre amarela silvestre;Primeiro Cadastro
A951;Febre amarela urbana;Primeiro Cadastro
A959;Febre amarela não especificada;Primeiro Cadastro
A960;Febre hemorrágica de Junin;Primeiro Cadastro
A961;Febre hemorrágica de Machupo;Primeiro Cadastro
A962;Febre de Lassa;Primeiro Cadastro
A968;Outras febres hemorrágicas por arenavírus;Primeiro Cadastro
A969;Febre hemorrágica por arenavírus, não especificada;Primeiro Cadastro
A980;Febre hemorrágica da Criméia (do Congo);Primeiro Cadastro
A981;Febre hemorrágica de Omsk;Primeiro Cadastro
A982;Doença da floresta de Kyasanur;Primeiro Cadastro
A983;Doença de Marburg;Primeiro Cadastro
A984;Doença pelo vírus Ebola;Primeiro Cadastro
A985;Febre hemorrágica com síndrome renal;Primeiro Cadastro
A988;Outras febres hemorrágicas especificadas por vírus;Primeiro Cadastro
A99;Febres hemorrágicas virais não especificadas;Primeiro Cadastro
B000;Eczema herpético;Primeiro Cadastro
B001;Dermatite vesicular devido ao vírus do herpes;Primeiro Cadastro
B002;Gengivoestomatite e faringoamigdalite devida ao vírus do herpes;Primeiro Cadastro
B003;Meningite devida ao vírus do herpes;Primeiro Cadastro
B004;Encefalite devida ao vírus do herpes;Primeiro Cadastro
B005;Afecções oculares devidas ao vírus do herpes;Primeiro Cadastro
B007;Doença disseminada devida ao vírus do herpes;Primeiro Cadastro
B008;Outras formas de infecção devida ao vírus do herpes;Primeiro Cadastro
B009;Infecção não especificada devida ao vírus do herpes;Primeiro Cadastro
B010;Meningite por varicela;Primeiro Cadastro
B011;Encefalite por varicela;Primeiro Cadastro
B012;Pneumopatia varicelosa;Primeiro Cadastro
B018;Varicela com outras complicações;Primeiro Cadastro
B019;Varicela sem complicação;Primeiro Cadastro
B020;Encefalite pelo vírus do herpes zoster;Primeiro Cadastro
B021;Meningite pelo vírus do herpes zoster;Primeiro Cadastro
B022;Herpes zoster acompanhado de outras manifestações neurológicas;Primeiro Cadastro
B023;Herpes zoster oftálmico;Primeiro Cadastro
B027;Herpes zoster disseminado;Primeiro Cadastro
B028;Herpes zoster com outras complicações;Primeiro Cadastro
B029;Herpes zoster sem complicação;Primeiro Cadastro
B03;Varíola;Primeiro Cadastro
B04;Varíola dos macacos [Monkeypox];Primeiro Cadastro
B050;Sarampo complicado por encefalite;Primeiro Cadastro
B051;Sarampo complicado por meningite;Primeiro Cadastro
B052;Sarampo complicado por pneumonia;Primeiro Cadastro
B053;Sarampo complicado por otite média;Primeiro Cadastro
B054;Sarampo com complicações intestinais;Primeiro Cadastro
B058;Sarampo com outras complicações;Primeiro Cadastro
B059;Sarampo sem complicação;Primeiro Cadastro
B060;Rubéola com complicações neurológicas;Primeiro Cadastro
B068;Rubéola com outras complicações;Primeiro Cadastro
B069;Rubéola sem complicação;Primeiro Cadastro
B07;Verrugas de origem viral;Primeiro Cadastro
B080;Outras infecções por ortopoxvírus;Primeiro Cadastro
B081;Molusco contagioso;Primeiro Cadastro
B082;Exantema súbito [sexta doença];Primeiro Cadastro
B083;Eritema infeccioso [quinta doença];Primeiro Cadastro
B084;Estomatite vesicular devida a enterovírus com exantema;Primeiro Cadastro
B085;Faringite vesicular devida a enterovírus;Primeiro Cadastro
B088;Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas;Primeiro Cadastro
B09;Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas;Primeiro Cadastro
B150;Hepatite A com coma hepático;Primeiro Cadastro
B159;Hepatite A sem coma hepático;Primeiro Cadastro
B160;Hepatite aguda B com agente Delta (co-infecção), com coma hepático;Primeiro Cadastro
B161;Hepatite aguda B com agente Delta, (co-infecção), sem coma hepático;Primeiro Cadastro
B162;Hepatite aguda B sem agente Delta, com coma hepático;Primeiro Cadastro
B169;Hepatite aguda B sem agente Delta e sem coma hepático;Primeiro Cadastro
B170;(Super)infecção Delta aguda de portador de hepatite B;Primeiro Cadastro
B171;Hepatite aguda C;Primeiro Cadastro
B172;Hepatite aguda E;Primeiro Cadastro
B178;Outras hepatites virais agudas especificadas;Primeiro Cadastro
B180;Hepatite viral crônica B com agente Delta;Primeiro Cadastro
B181;Hepatite crônica viral B sem agente Delta;Primeiro Cadastro
B182;Hepatite viral crônica C;Primeiro Cadastro
B188;Outras hepatites crônicas virais;Primeiro Cadastro
B189;Hepatite viral crônica não especificada;Primeiro Cadastro
B190;Hepatite viral, não especificada, com coma;Primeiro Cadastro
B199;Hepatite viral, não especificada, sem coma;Primeiro Cadastro
B200;Doença pelo HIV resultando em infecções micobacterianas;Primeiro Cadastro
B201;Doença pelo HIV resultando em outras infecções bacterianas;Primeiro Cadastro
B202;Doença pelo HIV resultando em doença citomegálica;Primeiro Cadastro
B203;Doença pelo HIV resultando em outras infecções virais;Primeiro Cadastro
B204;Doença pelo HIV resultando em candidíase;Primeiro Cadastro
B205;Doença pelo HIV resultando em outras micoses;Primeiro Cadastro
B206;Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii;Primeiro Cadastro
B207;Doença pelo HIV resultando em infecções múltiplas;Primeiro Cadastro
B208;Doença pelo HIV resultando em outras doenças infecciosas e parasitárias;Primeiro Cadastro
